,true_text_path,true_text,text_transcription,pred_text_path,pred_text,pred_transcription
10,archive/data/TEST\DR1\FDAC1\SA1.TXT,"['SHE', 'HAD', 'YOUR', 'DARK', 'SUIT', 'IN', 'GREASY', 'WASH', 'WATER', 'ALL', 'YEAR']","['SH', 'IY', 'HH', 'AE', 'D', 'Y', 'AO', 'R', 'D', 'AA', 'R', 'K', 'S', 'UW', 'T', 'IH', 'N', 'G', 'R', 'IY', 'S', 'IY', 'W', 'AA', 'SH', 'W', 'AO', 'T', 'ER', 'AO', 'L', 'Y', 'IH', 'R']",output_rwn_exp3_1\DR1/FDAC1/SA1.WAV.txt,"['IT', 'WAS', 'WATER', 'ALL', 'YEAR']","['IH', 'T', 'W', 'AA', 'Z', 'W', 'AO', 'T', 'ER', 'AO', 'L', 'Y', 'IH', 'R']"
11,archive/data/TEST\DR1\FDAC1\SA2.TXT,"['DONT', 'ASK', 'ME', 'TO', 'CARRY', 'AN', 'OILY', 'RAG', 'LIKE', 'THAT']","['D', 'AA', 'N', 'T', 'AE', 'S', 'K', 'M', 'IY', 'T', 'UW', 'K', 'AE', 'R', 'IY', 'AE', 'N', 'OY', 'L', 'IY', 'R', 'AE', 'G', 'L', 'AY', 'K', 'DH', 'AE', 'T']",output_rwn_exp3_1\DR1/FDAC1/SA2.WAV.txt,"['DONT', 'ASK', 'ME', 'TO', 'CARRY', 'A', 'TOLERABLE', 'THAT']","['D', 'AA', 'N', 'T', 'AE', 'S', 'K', 'M', 'IY', 'T', 'UW', 'K', 'AE', 'R', 'IY', 'AH', 'T', 'AA', 'L', 'ER', 'AH', 'B', 'AH', 'L', 'DH', 'AE', 'T']"
12,archive/data/TEST\DR1\FDAC1\SI1474.TXT,"['HUSKY', 'YOUNG', 'MAN', 'HE', 'SAID', 'WITH', 'MOCK', 'DISTASTE']","['HH', 'AH', 'S', 'K', 'IY', 'Y', 'AH', 'NG', 'M', 'AE', 'N', 'HH', 'IY', 'S', 'EH', 'D', 'W', 'IH', 'DH', 'M', 'AA', 'K', 'D', 'IH', 'S', 'T', 'EY', 'S', 'T']",output_rwn_exp3_1\DR1/FDAC1/SI1474.WAV.txt,"['HIS', 'SKIN', 'MAN', 'HE', 'SAID', 'WITH', 'FLORISTS']","['HH', 'IH', 'Z', 'S', 'K', 'IH', 'N', 'M', 'AE', 'N', 'HH', 'IY', 'S', 'EH', 'D', 'W', 'IH', 'DH', 'F', 'L', 'AO', 'R', 'IH', 'S', 'T', 'S']"
13,archive/data/TEST\DR1\FDAC1\SI2104.TXT,"['AHAH', 'HE', 'THOUGHT', 'A', 'LUSH', 'DIVORCEE', 'AT', 'LAST']","['AA', 'HH', 'AA', 'HH', 'IY', 'TH', 'AO', 'T', 'AH', 'L', 'AH', 'SH', 'D', 'AH', 'V', 'AO', 'R', 'S', 'IY', 'AE', 'T', 'L', 'AE', 'S', 'T']",output_rwn_exp3_1\DR1/FDAC1/SI2104.WAV.txt,"['AH', 'HE', 'THOUGHT', 'A', 'BLUSH', 'DIVORCE', 'AT', 'LAST']","['AA', 'HH', 'IY', 'TH', 'AO', 'T', 'AH', 'B', 'L', 'AH', 'SH', 'D', 'IH', 'V', 'AO', 'R', 'S', 'AE', 'T', 'L', 'AE', 'S', 'T']"
14,archive/data/TEST\DR1\FDAC1\SI844.TXT,"['THUS', 'TECHNICAL', 'EFFICIENCY', 'IS', 'ACHIEVED', 'AT', 'THE', 'EXPENSE', 'OF', 'ACTUAL', 'EXPERIENCE']","['DH', 'AH', 'S', 'T', 'EH', 'K', 'N', 'IH', 'K', 'AH', 'L', 'IH', 'F', 'IH', 'SH', 'AH', 'N', 'S', 'IY', 'IH', 'Z', 'AH', 'CH', 'IY', 'V', 'D', 'AE', 'T', 'DH', 'AH', 'IH', 'K', 'S', 'P', 'EH', 'N', 'S', 'AH', 'V', 'AE', 'K', 'CH', 'AH', 'W', 'AH', 'L', 'IH', 'K', 'S', 'P', 'IH', 'R', 'IY', 'AH', 'N', 'S']",output_rwn_exp3_1\DR1/FDAC1/SI844.WAV.txt,"['ANIMATED', 'AT', 'THE', 'EXPENSE', 'OF', 'ACTUAL', 'EXPERIENCE']","['AE', 'N', 'AH', 'M', 'EY', 'T', 'AH', 'D', 'AE', 'T', 'DH', 'AH', 'IH', 'K', 'S', 'P', 'EH', 'N', 'S', 'AH', 'V', 'AE', 'K', 'CH', 'AH', 'W', 'AH', 'L', 'IH', 'K', 'S', 'P', 'IH', 'R', 'IY', 'AH', 'N', 'S']"
15,archive/data/TEST\DR1\FDAC1\SX124.TXT,"['OBJECTS', 'MADE', 'OF', 'PEWTER', 'ARE', 'BEAUTIFUL']","['AA', 'B', 'JH', 'EH', 'K', 'T', 'S', 'M', 'EY', 'D', 'AH', 'V', 'P', 'Y', 'UW', 'T', 'ER', 'AA', 'R', 'B', 'Y', 'UW', 'T', 'AH', 'F', 'AH', 'L']",output_rwn_exp3_1\DR1/FDAC1/SX124.WAV.txt,"['OBJECTS', 'MADE', 'A', 'PEER', 'BEAUTIFUL']","['AA', 'B', 'JH', 'EH', 'K', 'T', 'S', 'M', 'EY', 'D', 'AH', 'P', 'IH', 'R', 'B', 'Y', 'UW', 'T', 'AH', 'F', 'AH', 'L']"
16,archive/data/TEST\DR1\FDAC1\SX214.TXT,"['THE', 'MORNING', 'DEW', 'ON', 'THE', 'SPIDER', 'WEB', 'GLISTENED', 'IN', 'THE', 'SUN']","['DH', 'AH', 'M', 'AO', 'R', 'N', 'IH', 'NG', 'D', 'UW', 'AA', 'N', 'DH', 'AH', 'S', 'P', 'AY', 'D', 'ER', 'W', 'EH', 'B', 'G', 'L', 'IH', 'S', 'AH', 'N', 'D', 'IH', 'N', 'DH', 'AH', 'S', 'AH', 'N']",output_rwn_exp3_1\DR1/FDAC1/SX214.WAV.txt,"['THE', 'MORNING', 'NOON', 'BY', 'THE', 'WEB', 'GLISTENED', 'IN', 'THE', 'SUN']","['DH', 'AH', 'M', 'AO', 'R', 'N', 'IH', 'NG', 'N', 'UW', 'N', 'B', 'AY', 'DH', 'AH', 'W', 'EH', 'B', 'G', 'L', 'IH', 'S', 'AH', 'N', 'D', 'IH', 'N', 'DH', 'AH', 'S', 'AH', 'N']"
17,archive/data/TEST\DR1\FDAC1\SX304.TXT,"['CHEAP', 'STOCKINGS', 'RUN', 'THE', 'FIRST', 'TIME', 'THEYRE', 'WORN']","['CH', 'IY', 'P', 'S', 'T', 'AA', 'K', 'IH', 'NG', 'Z', 'R', 'AH', 'N', 'DH', 'AH', 'F', 'ER', 'S', 'T', 'T', 'AY', 'M', 'TH', 'EY', 'R', 'W', 'AO', 'R', 'N']",output_rwn_exp3_1\DR1/FDAC1/SX304.WAV.txt,"['CHEAP', 'STARTINGS', 'RAN', 'THE', 'FIRST', 'TIME', 'THE', 'WORN']","['CH', 'IY', 'P', 'S', 'T', 'AA', 'R', 'T', 'IH', 'NG', 'Z', 'R', 'AE', 'N', 'DH', 'AH', 'F', 'ER', 'S', 'T', 'T', 'AY', 'M', 'DH', 'AH', 'W', 'AO', 'R', 'N']"
18,archive/data/TEST\DR1\FDAC1\SX34.TXT,"['DONT', 'DO', 'CHARLIES', 'DIRTY', 'DISHES']","['D', 'AA', 'N', 'T', 'D', 'UW', 'CH', 'AA', 'R', 'L', 'IY', 'Z', 'D', 'ER', 'T', 'IY', 'D', 'IH', 'SH', 'AH', 'Z']",output_rwn_exp3_1\DR1/FDAC1/SX34.WAV.txt,['OTHER'],"['AH', 'DH', 'ER']"
19,archive/data/TEST\DR1\FDAC1\SX394.TXT,"['CALCIUM', 'MAKES', 'BONES', 'AND', 'TEETH', 'STRONG']","['K', 'AE', 'L', 'S', 'IY', 'AH', 'M', 'M', 'EY', 'K', 'S', 'B', 'OW', 'N', 'Z', 'AH', 'N', 'D', 'T', 'IY', 'TH', 'S', 'T', 'R', 'AO', 'NG']",output_rwn_exp3_1\DR1/FDAC1/SX394.WAV.txt,"['AS', 'A', 'BATTALION']","['AE', 'Z', 'AH', 'B', 'AH', 'T', 'AE', 'L', 'Y', 'AH', 'N']"
20,archive/data/TEST\DR1\FELC0\SA1.TXT,"['SHE', 'HAD', 'YOUR', 'DARK', 'SUIT', 'IN', 'GREASY', 'WASH', 'WATER', 'ALL', 'YEAR']","['SH', 'IY', 'HH', 'AE', 'D', 'Y', 'AO', 'R', 'D', 'AA', 'R', 'K', 'S', 'UW', 'T', 'IH', 'N', 'G', 'R', 'IY', 'S', 'IY', 'W', 'AA', 'SH', 'W', 'AO', 'T', 'ER', 'AO', 'L', 'Y', 'IH', 'R']",output_rwn_exp3_1\DR1/FELC0/SA1.WAV.txt,"['A', 'DARK', 'SUIT', 'HOLYWATER', 'OR']","['AH', 'D', 'AA', 'R', 'K', 'S', 'UW', 'T', 'HH', 'OW', 'L', 'IY', 'W', 'AO', 'T', 'ER', 'AO', 'R']"
21,archive/data/TEST\DR1\FELC0\SA2.TXT,"['DONT', 'ASK', 'ME', 'TO', 'CARRY', 'AN', 'OILY', 'RAG', 'LIKE', 'THAT']","['D', 'AA', 'N', 'T', 'AE', 'S', 'K', 'M', 'IY', 'T', 'UW', 'K', 'AE', 'R', 'IY', 'AE', 'N', 'OY', 'L', 'IY', 'R', 'AE', 'G', 'L', 'AY', 'K', 'DH', 'AE', 'T']",output_rwn_exp3_1\DR1/FELC0/SA2.WAV.txt,"['DONT', 'ASK', 'ME', 'CAROLINE']","['D', 'AA', 'N', 'T', 'AE', 'S', 'K', 'M', 'IY', 'K', 'EH', 'R', 'AH', 'L', 'AY', 'N']"
22,archive/data/TEST\DR1\FELC0\SI1386.TXT,"['IN', 'WAGE', 'NEGOTIATIONS', 'THE', 'INDUSTRY', 'BARGAINS', 'AS', 'A', 'UNIT', 'WITH', 'A', 'SINGLE', 'UNION']","['IH', 'N', 'W', 'EY', 'JH', 'N', 'AH', 'G', 'OW', 'SH', 'IY', 'EY', 'SH', 'AH', 'N', 'Z', 'DH', 'AH', 'IH', 'N', 'D', 'AH', 'S', 'T', 'R', 'IY', 'B', 'AA', 'R', 'G', 'AH', 'N', 'Z', 'AE', 'Z', 'AH', 'Y', 'UW', 'N', 'AH', 'T', 'W', 'IH', 'DH', 'AH', 'S', 'IH', 'NG', 'G', 'AH', 'L', 'Y', 'UW', 'N', 'Y', 'AH', 'N']",output_rwn_exp3_1\DR1/FELC0/SI1386.WAV.txt,"['WE', 'TATIANA', 'A', 'UNIT', 'WITH', 'A', 'SINGLE', 'UNION']","['W', 'IY', 'T', 'AE', 'T', 'IY', 'AE', 'N', 'AH', 'AH', 'Y', 'UW', 'N', 'AH', 'T', 'W', 'IH', 'DH', 'AH', 'S', 'IH', 'NG', 'G', 'AH', 'L', 'Y', 'UW', 'N', 'Y', 'AH', 'N']"
23,archive/data/TEST\DR1\FELC0\SI2016.TXT,"['HEAVE', 'ON', 'THOSE', 'ROPES', 'THE', 'BOATS', 'COME', 'UNSTUCK']","['HH', 'IY', 'V', 'AA', 'N', 'DH', 'OW', 'Z', 'R', 'OW', 'P', 'S', 'DH', 'AH', 'B', 'OW', 'T', 'S', 'K', 'AH', 'M', 'AH', 'N', 'S', 'T', 'AH', 'K']",output_rwn_exp3_1\DR1/FELC0/SI2016.WAV.txt,['PROPHETIC'],"['P', 'R', 'AH', 'F', 'EH', 'T', 'IH', 'K']"
24,archive/data/TEST\DR1\FELC0\SI756.TXT,"['MATERIALS', 'CERAMIC', 'MODELING', 'CLAY', 'RED', 'WHITE', 'OR', 'BUFF']","['M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L', 'Z', 'S', 'ER', 'AE', 'M', 'IH', 'K', 'M', 'AA', 'D', 'AH', 'L', 'IH', 'NG', 'K', 'L', 'EY', 'R', 'EH', 'D', 'W', 'AY', 'T', 'AO', 'R', 'B', 'AH', 'F']",output_rwn_exp3_1\DR1/FELC0/SI756.WAV.txt,"['THE', 'SEED', 'WHITE', 'OR', 'BUFF']","['DH', 'AH', 'S', 'IY', 'D', 'W', 'AY', 'T', 'AO', 'R', 'B', 'AH', 'F']"
25,archive/data/TEST\DR1\FELC0\SX126.TXT,"['ARTIFICIAL', 'INTELLIGENCE', 'IS', 'FOR', 'REAL']","['AA', 'R', 'T', 'AH', 'F', 'IH', 'SH', 'AH', 'L', 'IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'N', 'S', 'IH', 'Z', 'F', 'AO', 'R', 'R', 'IY', 'L']",output_rwn_exp3_1\DR1/FELC0/SX126.WAV.txt,"['SOCIAL', 'INTELLIGENCE', 'WERE']","['S', 'OW', 'SH', 'AH', 'L', 'IH', 'N', 'T', 'EH', 'L', 'AH', 'JH', 'AH', 'N', 'S', 'W', 'ER']"
26,archive/data/TEST\DR1\FELC0\SX216.TXT,"['THE', 'SMALL', 'BOY', 'PUT', 'THE', 'WORM', 'ON', 'THE', 'HOOK']","['DH', 'AH', 'S', 'M', 'AO', 'L', 'B', 'OY', 'P', 'UH', 'T', 'DH', 'AH', 'W', 'ER', 'M', 'AA', 'N', 'DH', 'AH', 'HH', 'UH', 'K']",output_rwn_exp3_1\DR1/FELC0/SX216.WAV.txt,['SMALL'],"['S', 'M', 'AO', 'L']"
27,archive/data/TEST\DR1\FELC0\SX306.TXT,"['A', 'CHOSEN', 'FEW', 'WILL', 'BECOME', 'GENERALS']","['AH', 'CH', 'OW', 'Z', 'AH', 'N', 'F', 'Y', 'UW', 'W', 'IH', 'L', 'B', 'IH', 'K', 'AH', 'M', 'JH', 'EH', 'N', 'ER', 'AH', 'L', 'Z']",output_rwn_exp3_1\DR1/FELC0/SX306.WAV.txt,"['A', 'CHOSEN', 'FEW']","['AH', 'CH', 'OW', 'Z', 'AH', 'N', 'F', 'Y', 'UW']"
28,archive/data/TEST\DR1\FELC0\SX36.TXT,"['ONLY', 'THE', 'MOST', 'ACCOMPLISHED', 'ARTISTS', 'OBTAIN', 'POPULARITY']","['OW', 'N', 'L', 'IY', 'DH', 'AH', 'M', 'OW', 'S', 'T', 'AH', 'K', 'AA', 'M', 'P', 'L', 'IH', 'SH', 'T', 'AA', 'R', 'T', 'IH', 'S', 'T', 'S', 'AH', 'B', 'T', 'EY', 'N', 'P', 'AA', 'P', 'Y', 'AH', 'L', 'EH', 'R', 'AH', 'T', 'IY']",output_rwn_exp3_1\DR1/FELC0/SX36.WAV.txt,"['THE', 'MOST', 'ACCOMPLISHED', 'ARTIST', 'POPULARITY']","['DH', 'AH', 'M', 'OW', 'S', 'T', 'AH', 'K', 'AA', 'M', 'P', 'L', 'IH', 'SH', 'T', 'AA', 'R', 'T', 'AH', 'S', 'T', 'P', 'AA', 'P', 'Y', 'AH', 'L', 'EH', 'R', 'AH', 'T', 'IY']"
29,archive/data/TEST\DR1\FELC0\SX396.TXT,"['THE', 'FISH', 'BEGAN', 'TO', 'LEAP', 'FRANTICALLY', 'ON', 'THE', 'SURFACE', 'OF', 'THE', 'SMALL', 'LAKE']","['DH', 'AH', 'F', 'IH', 'SH', 'B', 'IH', 'G', 'AE', 'N', 'T', 'UW', 'L', 'IY', 'P', 'F', 'R', 'AE', 'N', 'T', 'AH', 'K', 'AH', 'L', 'IY', 'AA', 'N', 'DH', 'AH', 'S', 'ER', 'F', 'AH', 'S', 'AH', 'V', 'DH', 'AH', 'S', 'M', 'AO', 'L', 'L', 'EY', 'K']",output_rwn_exp3_1\DR1/FELC0/SX396.WAV.txt,"['I', 'FRENETICALLY']","['AY', 'F', 'R', 'IH', 'N', 'EH', 'T', 'IH', 'K', 'AH', 'L', 'IY']"
30,archive/data/TEST\DR1\FJEM0\SA1.TXT,"['SHE', 'HAD', 'YOUR', 'DARK', 'SUIT', 'IN', 'GREASY', 'WASH', 'WATER', 'ALL', 'YEAR']","['SH', 'IY', 'HH', 'AE', 'D', 'Y', 'AO', 'R', 'D', 'AA', 'R', 'K', 'S', 'UW', 'T', 'IH', 'N', 'G', 'R', 'IY', 'S', 'IY', 'W', 'AA', 'SH', 'W', 'AO', 'T', 'ER', 'AO', 'L', 'Y', 'IH', 'R']",output_rwn_exp3_1\DR1/FJEM0/SA1.WAV.txt,"['HE', 'HAD', 'YOUR', 'DARK', 'SUIT', 'HE', 'WAS', 'WATER', 'ALL', 'YOU']","['HH', 'IY', 'HH', 'AE', 'D', 'Y', 'AO', 'R', 'D', 'AA', 'R', 'K', 'S', 'UW', 'T', 'HH', 'IY', 'W', 'AA', 'Z', 'W', 'AO', 'T', 'ER', 'AO', 'L', 'Y', 'UW']"
31,archive/data/TEST\DR1\FJEM0\SA2.TXT,"['DONT', 'ASK', 'ME', 'TO', 'CARRY', 'AN', 'OILY', 'RAG', 'LIKE', 'THAT']","['D', 'AA', 'N', 'T', 'AE', 'S', 'K', 'M', 'IY', 'T', 'UW', 'K', 'AE', 'R', 'IY', 'AE', 'N', 'OY', 'L', 'IY', 'R', 'AE', 'G', 'L', 'AY', 'K', 'DH', 'AE', 'T']",output_rwn_exp3_1\DR1/FJEM0/SA2.WAV.txt,['AT'],"['AE', 'T']"
32,archive/data/TEST\DR1\FJEM0\SI1264.TXT,"['DANCES', 'ALTERNATED', 'WITH', 'SUNG', 'OR', 'SPOKEN', 'VERSES']","['D', 'AE', 'N', 'S', 'AH', 'Z', 'AO', 'L', 'T', 'ER', 'N', 'EY', 'T', 'AH', 'D', 'W', 'IH', 'DH', 'S', 'AH', 'NG', 'AO', 'R', 'S', 'P', 'OW', 'K', 'AH', 'N', 'V', 'ER', 'S', 'AH', 'Z']",output_rwn_exp3_1\DR1/FJEM0/SI1264.WAV.txt,"['DANCES', 'ALTERNATED', 'WITH', 'SONG', 'OR', 'SPOKEN', 'FORCES']","['D', 'AE', 'N', 'S', 'AH', 'Z', 'AO', 'L', 'T', 'ER', 'N', 'EY', 'T', 'AH', 'D', 'W', 'IH', 'DH', 'S', 'AO', 'NG', 'AO', 'R', 'S', 'P', 'OW', 'K', 'AH', 'N', 'F', 'AO', 'R', 'S', 'IH', 'Z']"
33,archive/data/TEST\DR1\FJEM0\SI1894.TXT,"['MY', 'FATHER', 'RAN', 'HIM', 'OFF', 'HERE', 'SIX', 'YEARS', 'AGO']","['M', 'AY', 'F', 'AA', 'DH', 'ER', 'R', 'AE', 'N', 'HH', 'IH', 'M', 'AO', 'F', 'HH', 'IY', 'R', 'S', 'IH', 'K', 'S', 'Y', 'IH', 'R', 'Z', 'AH', 'G', 'OW']",output_rwn_exp3_1\DR1/FJEM0/SI1894.WAV.txt,"['I', 'ARISE']","['AY', 'ER', 'AY', 'Z']"
